Post link,City,Neighborhood,Size,Number of rooms,Floor number,Taxes,Price,Room mates,Furniture,Elevator,Air conditioner,Parking,Balcony,Bars,Shelter,Storeroom,Renovated,Boiler,Pets allowed
lmii7h39,חיפה,סביוני הכרמל,115,4,14,1160,5600,1,1,1,1,1,1,1,1,1,1,1,1
20tticav,חיפה,קרית שפרינצק,60,3,4,400,2400,1,1,1,1,0,,1,1,1,1,1,1
xg4tq144,חולון,גרין ועם,70,3,3,,,1,1,1,1,1,,1,1,1,1,1,1
a8ukndn7,ירושלים,רמות,80,3.5,3,,6000,1,1,1,1,1,1,1,1,1,1,1,1
fibw6ftd,אשקלון,עיר ימים / הבלוט,120,4,3,,4800,1,1,1,1,1,1,1,1,1,1,1,1
irxf6u80,חיפה,הדר עליון,60,2.5,1,500,2100,1,1,1,1,0,2,1,1,1,1,1,1
e06rtn7a,תל אביב יפו,כוכב הצפון,132,6,5,,18500,1,1,1,1,1,1,1,1,1,1,1,1
8xha480r,"רמב""ם",העיר העתיקה,140,4,9,1800,3500,1,1,1,1,1,1,1,1,1,1,1,1
10d8rey0,חיפה,קרית חיים מערבית,65,3,2,350,2500,1,1,1,1,0,,1,1,1,1,1,1
h2luroy1,חולון,רסקו א',80,3,1,,5000,1,1,1,1,0,2,1,1,1,1,1,1
0q4wql4a,באר שבע,שכונה ב',80,3.5,4,520,2600,1,1,1,1,1,1,1,1,1,1,1,1
2qkatdry,תל אביב יפו,כרם התימנים,35,2,3,,4000,1,1,1,1,0,,1,1,1,1,1,1
hm1r9esp,אשקלון,עיר ימים / הבלוט,120,4,5,,4500,1,1,1,1,1,1,1,1,1,1,1,1
uupqrlrs,נצרת עילית / נוף הגליל,הר יונה,85,3,3,500,2500,1,1,1,1,1,,1,1,1,1,1,1
tdl3sk52,חיפה,נווה פז,35,1,2,,1900,1,1,1,1,0,,1,1,1,1,1,1
dqs36ofd,קרית ביאליק,צור שלום,65,3,4,550,2100,1,1,1,1,1,,1,1,1,1,1,1
939hhzkp,באר שבע,שכונה ג',48,3,1,360,2500,1,1,1,1,1,,1,1,1,1,1,1
rd4izqio,שדרות,נאות אביב,68,3,1,,2400,1,1,1,1,1,,1,1,1,1,1,1
dcp58lvs,פרדס חנה כרכור,מרכז כרכור,110,4,1,,6000,1,1,1,1,1,1,1,1,1,1,1,1
854c50zp,חיפה,קרית שפרינצק,65,3,,640,3000,1,1,1,1,0,,1,1,1,1,1,1
mieczgto,נתניה,צפון מזרח מרכז העיר,70,3,1,,3600,1,1,1,1,0,,1,1,1,1,1,1
yfpnkkyr,פארק הים,דרום חדש,40,2,5,620,4200,1,1,1,1,1,,1,1,1,1,1,1
1xjpm2b0,מגדל העמק,קרית רבין,90,4,6,590,2800,1,1,1,1,1,1,1,1,1,1,1,1
sedosabu,קרית ים,קרית ים ג',45,2,,300,1600,1,1,1,1,1,,1,1,1,1,1,1
q55pmd74,באר שבע,שכונה ו',56,2.5,1,400,2500,1,1,1,1,1,,1,1,1,1,1,1
npp7tycf,באר שבע,שכונה א',85,4,4,,2500,1,1,1,1,0,,1,1,1,1,1,1
9limhqv4,קרית ים,קרית ים  א',75,3.5,1,,3200,1,1,1,1,0,,1,1,1,1,1,1
3uxozq5o,רמות ספיר,"שכונה י""א",45,3,4,,2700,1,1,1,1,1,,1,1,1,1,1,1
6cnh73cu,גבעת שמואל,שאר העיר,165,6,14,,7600,1,1,1,1,1,1,1,1,1,1,1,1
zn02bmn7,שדרות,מתחם 9,128,5,5,603,,1,1,1,1,1,1,1,1,1,1,1,1
qon6osf1,חולון,אגרובנק,65,2.5,2,520,,1,1,1,1,0,1,1,1,1,1,1,1
jz411zay,פארק צמרת,צמרות איילון,100,3.5,11,1890,12000,1,1,1,1,1,1,1,1,1,1,1,1
ugwnye39,חיפה,הרצליה,72,3.5,2,300,,1,1,1,1,0,1,1,1,1,1,1,1
4gri6pd0,בת ים,רוטשילד עצמאות,69,3,2,,4200,1,1,1,1,0,,1,1,1,1,1,1
6iin0bho,חולון,נאות רחל,100,4,1,,5800,1,1,1,1,0,1,1,1,1,1,1,1
4i6zuxdm,באר שבע,שכונה ה',78,3,1,250,2750,1,1,1,1,0,,1,1,1,1,1,1
f6ql5qkl,אשקלון,עיר ימים / הבלוט,160,4,2,,4900,1,1,1,1,1,1,1,1,1,1,1,1
9pyim5qs,חיפה,רוממה,80,4,6,620,4350,1,1,1,1,0,1,1,1,1,1,1,1
dibbppto,בת ים,רמת יוסף,70,2.5,1,670,4000,1,1,1,1,1,1,1,1,1,1,1,1
mistyfvy,עפולה,מרכז עפולה עלית,75,3,3,400,1550,1,1,1,1,0,1,1,1,1,1,1,1
j5z5iym5,קרית מוצקין,מוצקין הותיקה,33,1.5,1,150,1750,1,1,1,1,0,,1,1,1,1,1,1
3n74yydp,חדרה,נווה עובד,100,4,3,,4500,1,1,1,1,1,1,1,1,1,1,1,1
anzirb2a,ראשון לציון,ראשונים,80,3,3,650,4400,1,1,1,1,0,1,1,1,1,1,1,1
wt7mcibt,אשקלון,נווה הדרים,113,3,8,600,4000,1,1,1,1,1,1,1,1,1,1,1,1
l1r09g7k,באר שבע,שכונה ד',47,2.5,3,,2100,1,1,1,1,0,,1,1,1,1,1,1
p8e55lw2,ירושלים,קרית היובל,44,2,1,,4300,1,1,1,1,0,1,1,1,1,1,1,1
i1b5k80w,גבעת העליה,עג'מי,100,4,2,620,8500,1,1,1,1,0,3,1,1,1,1,1,1
vap2gy2a,כפר יונה,שרונה,130,5,6,1700,5700,1,1,1,1,1,1,1,1,1,1,1,1
6dvcooxy,כרמיאל,טנה,70,3,3,540,2450,1,1,1,1,0,,1,1,1,1,1,1
v7im97vo,קרית מלאכי,מרכז העיר,95,3.5,8,680,3200,1,1,1,1,0,2,1,1,1,1,1,1
5igl8kkd,באר שבע,שכונה ו',72,3,1,400,2500,1,1,1,1,0,,1,1,1,1,1,1
u17pf6hh,אשקלון,בן גוריון,75,3.5,3,280,2800,1,1,1,1,0,,1,1,1,1,1,1
7zde4crz,חיפה,אחוזה,100,4.5,3,1200,3500,1,1,1,1,1,,1,1,1,1,1,1
qi6gasr5,ראשון לציון,אברמוביץ',66,3,3,666,4100,1,1,1,1,0,,1,1,1,1,1,1
yg2ttz7x,עכו,קרית וולפסון,72,3,2,,2750,1,1,1,1,1,,1,1,1,1,1,1
2s7l53rx,אור עקיבא,המרכז הותיק,60,3,2,480,2600,1,1,1,1,0,,1,1,1,1,1,1
68diau5f,מערב ותיק,רמז,87,3,5,780,4600,1,1,1,1,1,,1,1,1,1,1,1
5nhe81mm,מנחת,מלחה,26,1,,,2550,1,1,1,1,0,1,1,1,1,1,1,1
am90rn8m,שדרות,נאות יצחק רבין,125,5,1,580,4300,1,1,1,1,1,1,1,1,1,1,1,1
hwv5k86u,אשקלון,ברנע,100,4,5,610,4500,1,1,1,1,1,1,1,1,1,1,1,1
tuetb3j7,גבעתיים,ארלוזורוב,109,4,4,1400,8500,1,1,1,1,1,1,1,1,1,1,1,1
8anjre6d,חיפה,כרמל מערבי,95,4,3,1300,4200,1,1,1,1,1,,1,1,1,1,1,1
3fzxrz26,פתח תקווה,לב המושבה / מרכז העיר,125,5,13,,6200,1,1,1,1,1,2,1,1,1,1,1,1
ykieor44,ירושלים,עיר גנים,72,4,3,,5200,1,1,1,1,0,1,1,1,1,1,1,1
y5fo537a,אביעזר,אביעזר,60,2.5,1,,3500,1,1,1,1,0,1,1,1,1,1,1,1
c33tdc4w,עזריקם,עזריקם,60,3,,,,1,1,1,1,1,1,1,1,1,1,1,1
22pnja0g,חיפה,חוף הכרמל,60,2,10,795,3900,1,1,1,1,1,,1,1,1,1,1,1
vteyuq6w,באר שבע,שכונה ג',136,5,12,,5500,1,1,1,1,1,1,1,1,1,1,1,1
vteyuq6w,באר שבע,שכונה ג',136,5,12,,5500,1,1,1,1,1,1,1,1,1,1,1,1
4s7zbe45,רמות ספיר,"שכונה י""א",40,2,4,,2100,1,1,1,1,0,,1,1,1,1,1,1
nnd33lwj,ירושלים,בית וגן,135,5,14,,7500,1,1,1,1,0,,1,1,1,1,1,1
s4ckfzsk,באר שבע,שכונה ב',140,5,11,,5500,1,1,1,1,1,1,1,1,1,1,1,1
m0n6t0e4,רחובות,ג' / מרכז מזרח העיר,75,3,2,680,4200,1,1,1,1,1,,1,1,1,1,1,1
4faudxjo,אור עקיבא,נווה אור,108,5,8,,5150,1,1,1,1,1,1,1,1,1,1,1,1
eesyf05g,תל אביב יפו,נווה שרת,90,4,5,590,6700,1,1,1,1,0,1,1,1,1,1,1,1
rw396778,פארק לאומי וחופים,מרינה,45,2,2,,3100,1,1,1,1,1,,1,1,1,1,1,1
ucxy7afb,חיפה,רמות רמז,48,2,1,400,2100,1,1,1,1,1,,1,1,1,1,1,1
r0as3j15,חולון,גרין ועם,68,3,3,,4200,1,1,1,1,0,,1,1,1,1,1,1
yq6a164e,באר שבע,שכונה ג',45,2,3,,1500,1,1,1,1,0,,1,1,1,1,1,1
iwzwhypi,חיפה,גאולה,55,2,1,180,1690,1,1,1,1,1,,1,1,1,1,1,1
coeb81zx,קרית גת,כרמי גת,102,3,3,,3350,1,1,1,1,1,1,1,1,1,1,1,1
tk599d2x,קרית אתא,בן גוריון,48,2,3,350,1800,1,1,1,1,0,,1,1,1,1,1,1
2a4tj2cn,חיפה,קרית אליעזר,70,4,3,,3600,1,1,1,1,0,,1,1,1,1,1,1
tw9qy8wh,נתיבות,קרית משה,72,3.5,2,,2100,1,1,1,1,1,2,1,1,1,1,1,1
nuxnhv1h,בת ים,רמת הנשיא,54,3,3,,3800,1,1,1,1,0,,1,1,1,1,1,1
u7zr8vf1,באר שבע,שכונה ג',40,2,1,,2200,1,1,1,1,0,,1,1,1,1,1,1
h41t54xw,בני ברק,פרדס כץ,71,3,4,,,1,1,1,1,0,,1,1,1,1,1,1
5vlf25np,רמלה,גיורא,80,4,4,,3800,1,1,1,1,0,,1,1,1,1,1,1
cdq3cz00,חיפה,מורדות נווה שאנן,60,3.5,6,300,2400,1,1,1,1,0,,1,1,1,1,1,1
ke7hrac5,ירושלים,עיר גנים,70,3,2,,3800,1,1,1,1,0,,1,1,1,1,1,1
pondns4d,בת ים,לב העיר,50,2.5,2,735,3350,1,1,1,1,0,1,1,1,1,1,1,1
e2oah8it,חיפה,מרכז הכרמל,160,6,3,700,5500,1,1,1,1,1,2,1,1,1,1,1,1
oxh5ztvq,רחובות,ב' / צפון מערב העיר,50,2.5,3,,,1,1,1,1,1,,1,1,1,1,1,1
92ola710,קרית גת,שער הדרום,84,3,3,,2800,1,1,1,1,1,,1,1,1,1,1,1
nu7su5w5,באר שבע,שכונה ד',70,3,3,400,2050,1,1,1,1,0,,1,1,1,1,1,1
a6cu9j3m,תל אביב יפו,הצפון הישן - דרום,20,1,,140,4450,1,1,1,1,0,,1,1,1,1,1,1
hmtxizcx,באר שבע,שכונה ג',55,3,3,,2000,1,1,1,1,0,,1,1,1,1,1,1
4ajakwtv,ירושלים,קטמונים,66,3,2,420,3750,1,1,1,1,0,1,1,1,1,1,1,1
mkszczyj,אור עקיבא,"שז""ר",70,3,3,,2400,1,1,1,1,1,,1,1,1,1,1,1
z2iv918v,פארק הים,דרום חדש,140,5,26,,9500,1,1,1,1,1,1,1,1,1,1,1,1
ai036grl,פרדס בחסכון,בית בפארק,151,6,4,,6380,1,1,1,1,1,1,1,1,1,1,1,1
hhm2dud1,קרית מוצקין,מוצקין הותיקה,90,4,1,,,1,1,1,1,0,,1,1,1,1,1,1
6toq1ir2,אשדוד,רובע ה',42,2,2,300,3250,1,1,1,1,0,,1,1,1,1,1,1
91g2mr3c,עכו,מרכז העיר,120,5,5,,3700,1,1,1,1,0,,1,1,1,1,1,1
zfd4f8j9,חולון,ג'סי כהן,50,2.5,2,300,4300,1,1,1,1,0,,1,1,1,1,1,1
u0xvzjbp,חיפה,רמת בן גוריון,90,3,4,960,3200,1,1,1,1,0,,1,1,1,1,1,1
q2c3buj1,יבנה,"נאות שז""ר",85,4,,600,4100,1,1,1,1,0,,1,1,1,1,1,1
ln89alad,חולון,נאות יהודית ונווה ארזים,90,3.5,1,,4800,1,1,1,1,0,,1,1,1,1,1,1
hp6zz0bm,נתיבות,נווה שרון / שער העיר,143,5,7,1,3400,1,1,1,1,1,1,1,1,1,1,1,1
2d1qrcef,ראשון לציון,ראשונים,75,3,2,750,4500,1,1,1,1,1,,1,1,1,1,1,1
5rtf9hbc,כוכב יעקב,כוכב יעקב,50,2.5,1,250,2200,1,1,1,1,0,,1,1,1,1,1,1
znvlox0b,עפולה,רובע יזרעאל,163,5,7,,4500,1,1,1,1,1,2,1,1,1,1,1,1
dlhelapj,באר שבע,שכונה ט',96,4,1,780,2950,1,1,1,1,1,,1,1,1,1,1,1
rqezn9i3,פרדס בחסכון,בית בפארק,176,6,8,2000,6200,1,1,1,1,1,1,1,1,1,1,1,1
wtx55zvg,ירושלים,קרית משה,58,2.5,2,870,4900,1,1,1,1,0,2,1,1,1,1,1,1
ltj67q1v,חולון,תל גיבורים,115,4,2,,6300,1,1,1,1,1,1,1,1,1,1,1,1
rey7cdaf,חיפה,הדר עליון,68,2,2,400,2500,1,1,1,1,0,,1,1,1,1,1,1
r6v58e4n,כפר יונה,שרונה,136,5,4,1800,5750,1,1,1,1,1,1,1,1,1,1,1,1
hlpt3xtt,מבשרת ציון,שכונה ד',50,2,1,,3500,1,1,1,1,0,1,1,1,1,1,1,1
jk3tytv1,באר שבע,שכונה ה',45,2,2,,2000,1,1,1,1,0,,1,1,1,1,1,1
xuh8s8sd,בת ים,לב העיר,84,3.5,4,,4300,1,1,1,1,0,,1,1,1,1,1,1
rys0j3bi,באר שבע,שכונה ד',52,2.5,2,200,2500,1,1,1,1,0,,1,1,1,1,1,1
o0n2l0m1,ירושלים,פסגת זאב,73,3,3,,3900,1,1,1,1,0,1,1,1,1,1,1,1
1zu3djtg,נס ציונה,גבעת הצבר,60,3,3,,3300,1,1,1,1,0,,1,1,1,1,1,1
ghsiwglk,ראשון לציון,כצנלסון,90,4,4,,5000,1,1,1,1,0,,1,1,1,1,1,1
36l7ebza,קרית אתא,מרכז העיר,120,5,5,600,4400,1,1,1,1,1,2,1,1,1,1,1,1
dqn15jvo,חיפה,רמת אלון,120,5,1,1500,5150,1,1,1,1,1,1,1,1,1,1,1,1
1nk4yjt5,שוהם,גבעולים,100,3.5,,,6500,1,1,1,1,0,2,1,1,1,1,1,1
rtydwbkj,חיפה,נווה דוד,65,3,3,,2300,1,1,1,1,0,,1,1,1,1,1,1
ydes5sxe,חיפה,קרית שפרינצק,68,3,1,300,2750,1,1,1,1,0,,1,1,1,1,1,1
7w4130s0,חדרה,הזיתים,75,3,2,,2200,1,1,1,1,1,1,1,1,1,1,1,1
y0wn73ox,חיפה,קרית אליעזר,70,2.5,4,,2500,1,1,1,1,0,,1,1,1,1,1,1
3tas47rv,חיפה,רמות רמז,65,3,3,600,3000,1,1,1,1,0,,1,1,1,1,1,1
qq6byz59,ואדי סאליב,העיר התחתית,45,2,2,200,1850,1,1,1,1,0,1,1,1,1,1,1,1
4cy4vs8p,חדרה,גבעת אולגה,125,5,6,1080,15000,1,1,1,1,1,1,1,1,1,1,1,1
mpwj95di,חיפה,קרית אליעזר,64,2.5,2,300,2600,1,1,1,1,0,1,1,1,1,1,1,1
fojhgd9p,נשר,רמות יצחק,105,4,2,,4000,1,1,1,1,1,1,1,1,1,1,1,1
alvn7hfw,חיפה,כבירים,120,4.5,1,,5350,1,1,1,1,1,,1,1,1,1,1,1
ugul9tou,קרית מוצקין,נווה גנים,156,5,2,,5200,1,1,1,1,1,1,1,1,1,1,1,1
rprg0ogx,חיפה,כרמל מערבי,96,3,1,750,3500,1,1,1,1,1,1,1,1,1,1,1,1
6z4cecms,גני תקווה,גבעת סביון,122,4,7,1080,5700,1,1,1,1,0,,1,1,1,1,1,1
5573cymc,נס ציונה,סביוני נצר סירני,82,3,2,1000,6300,1,1,1,1,1,1,1,1,1,1,1,1
g3nlulxz,בת ים,דרום מערב ותיק,80,3,3,800,4200,1,1,1,1,0,2,1,1,1,1,1,1
iovuk5y9,ערד,לבאות,82,4.5,6,,2680,1,1,1,1,0,,1,1,1,1,1,1
tz5xgynd,בת ים,דרום מערב ותיק,70,3,3,,3900,1,1,1,1,1,,1,1,1,1,1,1
0x79a84x,עפולה,מרכז גבעת המורה,40,2,,,1500,1,1,1,1,0,,1,1,1,1,1,1
g44jwpo0,באר שבע,שכונה ג',45,2,3,,1800,1,1,1,1,0,,1,1,1,1,1,1
ujg4hsvr,רמלה,נווה דוד,105,4,17,,4600,1,1,1,1,1,1,1,1,1,1,1,1
lvvurrky,אשקלון,אפרידר,50,2,2,300,2900,1,1,1,1,1,,1,1,1,1,1,1
92awyojp,בת ים,הגבול רוטשילד,25,1,2,300,2650,1,1,1,1,0,1,1,1,1,1,1,1
is1ywhgm,רמלה,נאות יצחק רבין,74,3,3,200,3300,1,1,1,1,1,,1,1,1,1,1,1
08csagxt,חיפה,המושבה הגרמנית,65,3,2,400,3200,1,1,1,1,0,1,1,1,1,1,1,1
7uqd68tw,חיפה,תל עמל,65,3,1,400,2700,1,1,1,1,0,,1,1,1,1,1,1
upbu33d6,אופקים,דדו,61,3,3,,2100,1,1,1,1,0,,1,1,1,1,1,1
mko5wqfo,חיפה,שמבור,80,2.5,,900,2508,1,1,1,1,0,,1,1,1,1,1,1
cakdiqr2,חיפה,יזרעאליה,66,3,4,520,,1,1,1,1,0,,1,1,1,1,1,1
9fe4qdtl,חיפה,כבירים,70,3,1,,3500,1,1,1,1,0,1,1,1,1,1,1,1
ms23dube,באר שבע,שכונה ה',50,2,,300,2500,1,1,1,1,1,,1,1,1,1,1,1
2m1eujcv,כרמיאל,המיסדים,75,3,3,,2100,1,1,1,1,0,,1,1,1,1,1,1
1ro785ei,קרית אונו,המרכז,69,3,4,650,3200,1,1,1,1,0,,1,1,1,1,1,1
xxcek51n,רחובות,א' / צפון מזרח העיר,100,4,3,1200,4500,1,1,1,1,0,,1,1,1,1,1,1
x60le1nh,קרית גת,בני ישראל,70,4,2,,3000,1,1,1,1,0,,1,1,1,1,1,1
3kk6f9nd,חריש,"מעו""ף",138,5,6,,3500,1,1,1,1,1,1,1,1,1,1,1,1
bcxkgsao,קרית מוצקין,משכנות האומנים,120,4,7,1200,4500,1,1,1,1,1,1,1,1,1,1,1,1
3da36wif,רחובות,מיליצ'ן,70,3,2,,3500,1,1,1,1,0,1,1,1,1,1,1,1
9ts8eirl,חיפה,נווה שאנן,70,3,1,594,2800,1,1,1,1,0,2,1,1,1,1,1,1
cg7tmf3v,ראשון לציון,ראשונים,80,3.5,2,750,4600,1,1,1,1,0,,1,1,1,1,1,1
ilofw3wc,רמת אביב החדשה,הגוש הגדול,85,3,4,1350,11000,1,1,1,1,1,1,1,1,1,1,1,1
nj3uo589,טירת כרמל,"שז""ר / דקר",72,3,4,400,2000,1,1,1,1,0,,1,1,1,1,1,1
qczasnn0,רמות ספיר,"שכונה י""א",70,3,4,,2400,1,1,1,1,1,,1,1,1,1,1,1
a2by13n4,באר שבע,שכונה ג',55,3,2,,1800,1,1,1,1,0,,1,1,1,1,1,1
znpdqp1m,חיפה,נווה שאנן,100,4,3,1100,3100,1,1,1,1,0,2,1,1,1,1,1,1
rbcxl4p9,בת ים,רוטשילד עצמאות,85,4,2,,5600,1,1,1,1,0,,1,1,1,1,1,1
6nybcve6,תל אביב יפו,רמת אביב ג',155,5.5,12,,20000,1,1,1,1,1,1,1,1,1,1,1,1
nezgym8i,בת ים,לב העיר,68,2.5,1,,3500,1,1,1,1,1,,1,1,1,1,1,1
u6xqg24s,קרית ים,קרית ים ג',30,2,,200,1400,1,1,1,1,1,,1,1,1,1,1,1
5q13gp16,חיפה,"נעמ""ת",130,5.5,3,1100,5900,1,1,1,1,1,2,1,1,1,1,1,1
dzm163kh,קרית ים,קרית ים ד',55,2.5,3,,2800,1,1,1,1,0,,1,1,1,1,1,1
ogrpjeo4,חדרה,גבעת אולגה,60,3,1,,3100,1,1,1,1,0,,1,1,1,1,1,1
u72u5v4u,ירושלים,זכרון משה,45,2.5,,1,500,1,1,1,1,0,,1,1,1,1,1,1
kfh9f9vn,חיפה,כרמל מערבי,110,5,3,1400,3000,1,1,1,1,1,,1,1,1,1,1,1
6n5cb6ae,פסגת לוד,גבעת הזיתים,90,4,4,650,3800,1,1,1,1,1,,1,1,1,1,1,1
cpy1tx6d,פתח תקווה,לב המושבה / מרכז העיר,40,1,1,200,2200,1,1,1,1,0,,1,1,1,1,1,1
wgnf7sa3,מרכז העיר א,שכונת חשמונאים,97,3.5,3,,6200,1,1,1,1,0,1,1,1,1,1,1,1
wllcthbp,חריש,אבני חן,100,4,3,780,2800,1,1,1,1,1,1,1,1,1,1,1,1
8woh45v4,בית שאן,נוף הירדן,90,4,3,,1900,1,1,1,1,0,,1,1,1,1,1,1
rda9ebkn,גבעתיים,בורוכוב,28,1,3,320,3300,1,1,1,1,0,,1,1,1,1,1,1
0rfizcf9,קרית עבודה,מרכז,40,2,2,,3900,1,1,1,1,0,,1,1,1,1,1,1
2wosavtc,קרית אתא,פרוסטיג,81,4,2,700,2900,1,1,1,1,1,,1,1,1,1,1,1
spzkvxow,קרית מוצקין,מוצקין הותיקה,100,3.5,1,,3150,1,1,1,1,0,2,1,1,1,1,1,1
bijq1uzz,מערב ותיק,רמז,43,2,2,400,3900,1,1,1,1,0,,1,1,1,1,1,1
t8pmmbyv,חיפה,אחוזה,112,4,3,1600,3750,1,1,1,1,1,1,1,1,1,1,1,1
5seqikrl,אשקלון,בן גוריון,110,4.5,2,600,3800,1,1,1,1,1,,1,1,1,1,1,1
j4a4mfrn,קרית גת,כרמי גת,117,5,1,1200,4600,1,1,1,1,1,1,1,1,1,1,1,1
106ntnnx,גבעת שמואל,השחר,55,3,2,484,3950,1,1,1,1,0,1,1,1,1,1,1,1
tpcr99qu,חיפה,נווה יוסף,60,3,1,,2700,1,1,1,1,1,,1,1,1,1,1,1
2e8u7l5r,חיפה,עבאס,250,6,1,2000,5200,1,1,1,1,1,1,1,1,1,1,1,1
am09zvkm,לב העיר צפון,לב תל אביב,125,4,2,500,10000,1,1,1,1,0,,1,1,1,1,1,1
4ox01s0u,חיפה,"נעמ""ת",115,4.5,1,925,5000,1,1,1,1,1,1,1,1,1,1,1,1
zy77xk95,ירושלים,רמות,100,4,3,,6500,1,1,1,1,1,1,1,1,1,1,1,1
bkm6dtz6,באר שבע,שכונה ג',40,2,,,1600,1,1,1,1,0,,1,1,1,1,1,1
0hqa9b0c,יד שמואל,"בית""ר",80,3,2,480,2700,1,1,1,1,1,,1,1,1,1,1,1
8snifqwk,תלפיות מזרח,ארמון הנציב,20,1,2,,2300,1,1,1,1,0,1,1,1,1,1,1,1
gfib7hf7,יבנה,נאות אשכול,85,4,2,700,3850,1,1,1,1,0,,1,1,1,1,1,1
ml8yc0y7,קרית אתא,בן גוריון,54,3,3,,4000,1,1,1,1,0,,1,1,1,1,1,1
c9a845bx,מעלות תרשיחא,שכונה ותיקה - מרכז העיר,65,3.5,3,500,1900,1,1,1,1,1,2,1,1,1,1,1,1
n4hzsfk7,פתח תקווה,המרכז השקט / מרכז העיר,45,2,1,,3000,1,1,1,1,0,,1,1,1,1,1,1
d0p0ijug,לוד,גני אביב,70,1,4,,2000,1,1,1,1,1,1,1,1,1,1,1,1
52fz53p9,תחנת רכבת השמונה,שער פלמר,65,4,10,,4300,1,1,1,1,0,1,1,1,1,1,1,1
e3gou5gc,ירושלים,רמת דניה,90,4,5,,6200,1,1,1,1,0,,1,1,1,1,1,1
53jbgdso,בת ים,לב העיר,60,2,4,,3800,1,1,1,1,0,,1,1,1,1,1,1
8mupe0kh,באר שבע,סנטרל פארק / האצטדיון,150,5,20,,5000,1,1,1,1,1,1,1,1,1,1,1,1
8qnfc7sw,מעלה אדומים,נופי סלע,120,4,6,,6200,1,1,1,1,1,1,1,1,1,1,1,1
d0f6bba3,תל כביר,נווה עופר,92,3,10,,8200,1,1,1,1,1,1,1,1,1,1,1,1
klq14fp1,ארנונה החדשה,רמות רחל,95,3,1,1340,7700,1,1,1,1,1,1,1,1,1,1,1,1
discrnzd,קרית אונו,נאות אריאל שרון,80,3,7,,6500,1,1,1,1,1,1,1,1,1,1,1,1
rafvsjsn,חיפה,רמת התשבי,80,4,3,600,4000,1,1,1,1,1,,1,1,1,1,1,1
glhoguvn,בת ים,לב העיר,60,2.5,3,600,3900,1,1,1,1,0,,1,1,1,1,1,1
yu92zfd2,לב העיר צפון,לב תל אביב,74,3,5,700,12000,1,1,1,1,0,1,1,1,1,1,1,1
exoi3gp3,מערב ותיק,רמז,90,3,3,,4500,1,1,1,1,0,,1,1,1,1,1,1
05p87lfv,רמת גן,נחלת גנים,80,3,2,1,6700,1,1,1,1,1,,1,1,1,1,1,1
jygwq7fj,נתיבות,קרית מנחם בגין,95,4,3,,,1,1,1,1,1,1,1,1,1,1,1,1
rzr120d0,אופקים,יעקב מסיקה,65,3,2,500,2200,1,1,1,1,1,1,1,1,1,1,1,1
igdrl346,כרמיאל,אשכול,45,2,2,,,1,1,1,1,0,,1,1,1,1,1,1
g617a60n,ראשון לציון,שיכוני המזרח,80,3,4,,5000,1,1,1,1,1,2,1,1,1,1,1,1
a4bs2snl,נווה כפיר,כפיר,25,1,1,,2300,1,1,1,1,1,,1,1,1,1,1,1
k2jdprif,רמות ספיר,"שכונה י""א",32,2,4,1,2050,1,1,1,1,0,,1,1,1,1,1,1
c93jsao8,חיפה,אחוזה,100,3.5,1,1200,3650,1,1,1,1,0,,1,1,1,1,1,1
31uco2pu,בת ים,ניצנה,71,3,2,760,4200,1,1,1,1,0,,1,1,1,1,1,1
sfw564w1,יבנה,"נאות שז""ר",135,5,5,,5600,1,1,1,1,1,1,1,1,1,1,1,1
7lni9iyb,חיפה,נווה פז,70,3.5,4,400,2500,1,1,1,1,1,,1,1,1,1,1,1
t37185rk,רחובות,חצרות המושבה,108,4,17,,6400,1,1,1,1,1,1,1,1,1,1,1,1
0zr9pzqz,קרית ים,קרית ים  א',95,4,2,,2950,1,1,1,1,1,1,1,1,1,1,1,1
02urwfms,יהוד מונוסון,ליבת העיר,136,6,8,,10000,1,1,1,1,1,1,1,1,1,1,1,1
zqx5iyl1,אשקלון,בן גוריון,50,2,2,,2390,1,1,1,1,1,,1,1,1,1,1,1
ru8q1kyv,סביניה,מרכז העיר,105,4,2,1000,4000,1,1,1,1,1,,1,1,1,1,1,1
mdp3dse7,מבשרת ציון,שכונה ה'-ו',65,2,3,670,3700,1,1,1,1,1,2,1,1,1,1,1,1
7couxwzo,הרצליה,מרכז,135,5,1,950,9500,1,1,1,1,1,1,1,1,1,1,1,1
1zgn8z8o,מודיעין מכבים רעות,אבני חן,100,3.5,2,,6200,1,1,1,1,1,1,1,1,1,1,1,1
0b5birqm,ראשון לציון,קרית ראשון,80,3,1,600,4300,1,1,1,1,1,,1,1,1,1,1,1
v60l7ke6,פתח תקווה,פארק עסקים ירקון / אזור תעשיה סגולה,24,1,2,,3200,1,1,1,1,1,,1,1,1,1,1,1
cj4qliwb,חיפה,נווה יוסף,110,5,2,1530,4400,1,1,1,1,1,1,1,1,1,1,1,1
ww50hi7h,טירת כרמל,גיורא,64,3,1,,2500,1,1,1,1,1,,1,1,1,1,1,1
yb1uhslh,חולון,שיכון ותיקים,60,2,,530,4350,1,1,1,1,0,1,1,1,1,1,1,1
bvlo4r0w,באר שבע,רמות הרכס,112,4,2,,3800,1,1,1,1,1,1,1,1,1,1,1,1
al95vmxi,יבנה,נאות רבין,150,6,5,,6800,1,1,1,1,1,1,1,1,1,1,1,1
